model,selected_by_validation,validation_MAE,validation_RMSE,validation_R2,test_n,test_MAE,test_RMSE,test_R2,test_Bias,test_MAE_lo,test_MAE_hi,test_RMSE_lo,test_RMSE_hi,test_R2_lo,test_R2_hi,test_Bias_lo,test_Bias_hi
DummyMean,False,1.1825213442838278,1.513606442451372,-0.0030934584799189313,1102,1.0463402232940462,1.3058673328147845,-0.028309114656838386,0.21667078604871223,0.9818447238744589,1.11526344996293,1.2159398798145478,1.3977747463208683,-0.09831768358363953,-0.0014934626921041714,0.05218719981608875,0.37773889425607654
Ridge,True,0.4523680238641371,0.6853160430474554,0.7943648935174721,1102,0.3573959850840505,0.5019846410883569,0.8480479972053394,-0.1570716664953727,0.31351150818146006,0.40617528285798754,0.43531311808144524,0.5688238189193107,0.7971237032475936,0.8867895298945141,-0.2331091244636094,-0.07162857613091315
RandomForest,False,0.4416929099731312,0.690039614084093,0.791520426304387,1102,0.3194493892225542,0.4870595983292271,0.8569493675715945,-0.04404347327187646,0.26882721216054073,0.3732707144968885,0.4116768084763974,0.5601351444139022,0.8040558622732404,0.8977556337767107,-0.12136280439871738,0.037373293411769766
HistGradientBoosting,False,0.5564935840711834,0.8201791205558504,0.7054677321189096,1102,0.39101027673745054,0.5650783183661721,0.8074502949282651,0.0015146662190283781,0.33250005790176773,0.4546600289550336,0.4870668434328041,0.6412164062154206,0.7488909239742622,0.8570628133801685,-0.10105302399513157,0.10451685910536176
