MAE,RMSE,R2,Bias
0.35438275186564683,0.5142680494932272,0.832909948537418,-0.010476301950007818
0.3740535339598318,0.5450650435418996,0.8171678770415416,-0.04819175033865914
0.3944392472107072,0.5535148995131375,0.8410828014856119,0.07857681827112303
0.42240355278789066,0.5982066973146524,0.7771862607397898,-0.0406636775590269
0.3614166434987545,0.5282530331354937,0.8338794154077811,-0.006854187007767999
0.40379617320349337,0.5771881580746029,0.7853609872353128,-0.01524603948413643
0.3553450374741526,0.5262138812166383,0.8153242259082142,-0.019600350093518702
0.4106504234260417,0.5949270622102297,0.7921633162466033,-0.0059270194995865895
0.43615904031464486,0.6074881391314761,0.7997830808311184,0.07880231788767963
0.4003651447683349,0.5743775610826036,0.8044008455297923,-0.020186246805298628
0.37294176404739376,0.5282236219537287,0.8254279822977015,-0.012819393666859198
0.3746424446507004,0.5342232785721512,0.8409115063232996,-0.043543103353202946
0.4184453839292626,0.5945588829876893,0.8096364959417799,0.033563025307802835
0.43193163956324454,0.6039087220057906,0.7904137931556914,0.03706625606843809
0.47099640181774605,0.6620071455582365,0.7346397895983265,0.0598122906410118
0.3583693496368092,0.5279119641774616,0.8238897407491992,-0.034823597117258215
0.3838920365447344,0.5564296542064004,0.8092591986049247,0.029403672975903912
0.36957073453808587,0.5393551207332146,0.7981189599942478,-0.027096429495563113
0.3826545809595102,0.551211273198542,0.821132736200984,0.05666078147980547
0.4635407972344765,0.6406694907967269,0.7788370754815446,0.0690116855535693
0.40997447083755795,0.5889498034404685,0.7761191181696383,0.0333708210613075
0.35919953778377006,0.520165958372464,0.8407097691119769,-0.016225950058747027
0.3679755382013007,0.5438160634827836,0.7832297005948626,-0.05060664761994755
0.4232801059665784,0.5935063276404288,0.7824281723328075,0.1299868849822501
0.3596408785255415,0.5319991451680449,0.8068165452228427,-0.026791759306302027
0.38624615312788035,0.5483949831059522,0.8389829314804573,0.10237182213624796
0.4095645959305981,0.5702309973296801,0.8299748008907107,0.09789817719952014
0.3685130584567397,0.5434553886399073,0.8188950730368827,0.0009502837466496388
0.3753132884706349,0.5304656881269937,0.8236861343800164,-0.021212025016544216
0.4017326281098799,0.5840130566188252,0.8151636919482306,-0.08135492910428285
0.3820436400754341,0.5346660851084521,0.8490892636961919,0.01818804136730519
0.39727873109595646,0.574211244303419,0.7831193649735804,-0.03290463206059059
0.4048894667524391,0.5807390109486212,0.8034209392250624,0.007923062823253448
0.384530548475562,0.5545292536042379,0.820336983090671,0.0412927810040293
0.42137616089286434,0.607900747477661,0.7782393305242998,0.007532923138169465
0.40608344829913096,0.578183001328106,0.8003398026493987,0.029214453756599663
0.40104550371685094,0.5742269078741489,0.8146536110786364,-0.009295723938881723
0.3673574518672342,0.5303827099266905,0.824381956761846,0.09264208071213176
0.33983264279106434,0.4974839944007196,0.8202161157099047,-0.10409203470583346
0.373915740436107,0.5396771436461328,0.8267440953629462,0.07738268966654388
0.3766789688316763,0.5434731807345073,0.8313976116646723,-0.08295535029223987
0.4470785791090593,0.6351738853329338,0.784627570923307,-0.1046763215924284
0.3865392948821419,0.5703229543885061,0.7835475710906377,-0.03085884016330539
0.3721767465477896,0.5377796143579175,0.8363828231069586,-0.038952535193374556
0.4494276678278886,0.6234212398858722,0.781269516716623,0.0390971269255542
0.41764573363873425,0.5920370096595321,0.7736610267321518,0.02906306560772281
0.3855108350867937,0.5556826008454803,0.8021910021759788,-0.02368921331141179
0.45439133510105406,0.6513655598712669,0.7449894364247762,0.12908895411900825
0.3643202230015489,0.5237559510510745,0.835632426199836,-0.03316581351204831
0.36122265774194845,0.5231052694219708,0.7992820499038656,0.028178228511772877
0.39715863051375694,0.5634900121155711,0.8146670165705396,-0.0796310719599137
0.3980671599913799,0.5787660738898919,0.8183689278395194,0.00816191109675343
0.40479816008962727,0.5793002587250596,0.7936993500115321,-0.013281690878017014
0.3710358673447254,0.5296998253783181,0.8436766849989821,0.026425217868844168
0.4026251653504976,0.5780657869028653,0.7968991870339989,0.06720700192498441
0.38640494971788597,0.5732282457520114,0.7869691463921915,-0.005986147714476607
0.3667579755039863,0.5440645820411386,0.8188793162458123,-0.005823864045143524
0.4275297698972532,0.5953959229801365,0.8113809390123127,0.0385783608457829
0.424417216853085,0.6235374385887776,0.7439509298569997,0.04123563094949308
0.4149016665236693,0.5933053652049054,0.7855269397636553,-0.006202053416785469
0.3999266006595997,0.5753317573374711,0.7896354849696932,-0.004777432611367315
0.41123939594968667,0.5885908826538649,0.8075445842544311,0.003811809439383725
0.38056904241058537,0.5446407815762732,0.8337194284076159,0.017571881839102646
0.3838337399932779,0.5525109701921316,0.8156573184535046,-0.03123100928797219
0.38295596793923997,0.5428793139252733,0.846983975437273,0.05490628901002406
0.362122449612772,0.5370361407583297,0.8296638431216808,0.02469758876363585
0.38115700905177285,0.549627379504621,0.8057182434262934,-0.05675814002352872
0.41529308854804925,0.5916419956500584,0.8163046313392965,0.08540707469558395
0.37457108586498367,0.5433435405410603,0.8375521036491501,0.017903930475150123
0.42299175093232727,0.6055995204982271,0.7690283742305366,-0.021197335948944962
0.3986083465907673,0.5700493175432431,0.805312427539288,0.03379423046194847
0.36873974758720474,0.539139207789241,0.8113458800250012,-0.058072716266118284
0.40244787941750704,0.5713172551932586,0.8035505658494305,0.006731059859943261
0.3732294102078246,0.5421034414367398,0.8075760789771036,-0.012838230186900154
0.40412448060568146,0.5841669723082922,0.7954657666137308,-0.0461487499857366
0.38577066450983494,0.5686651010440561,0.7911761073830634,-0.01363751090964789
0.4691471469539059,0.6610526753287461,0.7248383407141619,-0.0268175493292341
0.3916426352452547,0.563186540574399,0.8265136056628059,0.06106456970797412
0.4075929861080786,0.5846894293849217,0.7951675808826009,-0.033621327482567534
0.3947950223096248,0.5663038440984801,0.7989796385994528,-0.028121789351049534
0.34200461494557766,0.49356751206453914,0.8507837755862482,-0.054369322238362154
0.3394604482773668,0.5013339518760461,0.842446365643058,-0.01875164497053196
0.4215920226061986,0.5960498046227991,0.8167990947486048,0.05036721777137508
0.37579982779844023,0.5493909042157739,0.7974099563658636,-0.030507323035477613
0.4135211135479556,0.5844000993880458,0.8121769472094533,-0.0011570768666566383
0.4795642626430292,0.6696486639463458,0.7452254241618819,0.03425361488999012
0.446012118695964,0.6276826936288733,0.7760834288641075,0.08237420610893614
0.3545898957080735,0.5129812880398625,0.83422693185465,-0.030190880926520596
0.4041236437845491,0.5838461251458904,0.8080839106905024,-3.916998012927721e-05
0.4044872119259101,0.5637584000217636,0.8323590371113426,-0.0360778599515661
0.38633054040638576,0.5653295836081577,0.8081441412596614,-0.09685135234973102
0.38030437234144365,0.5461663616675172,0.817846232729813,0.09683164367008205
0.4080248026826936,0.5932450655343885,0.7729782542560452,-0.18552796938683735
0.4033191236273918,0.5832903477107446,0.7973245929061424,0.043640776472362995
0.35218553658733587,0.5026638718476538,0.8586053842811369,0.003406425974851908
0.3992877258880283,0.5716617128833203,0.7707307696178858,0.010242295362607963
0.39091302899052066,0.5650926455043848,0.7880161028455741,0.026932378352218074
0.42957193270079475,0.6097335828636986,0.7871633952531397,0.004502299619888437
0.4222829707309103,0.5921058851629917,0.794976689791587,0.05346449290979205
0.40807307966605666,0.5863109019067878,0.7644305203825146,-0.11343277034196848
0.4063727307708741,0.5893524089865431,0.8049949530119733,-0.020000367761850175
0.40081473512854626,0.5854042780206754,0.7979569819151808,0.02417232668532459
0.4049775077596952,0.577816797565844,0.7853086490000669,0.08762555891299693
0.4097256486853593,0.5848213628488163,0.8023444309291644,0.0035571059065329837
0.3943304140254529,0.5882249287039794,0.7363612478255357,0.07991806372771511
0.36818543617999766,0.5219639788823038,0.8399991520277101,-0.07019562949685894
0.36796770123770206,0.5457875363945855,0.7621383657933404,-0.06735086858227417
0.40884932922547507,0.5946353109965742,0.7913237871478618,0.0416143215854468
0.3756301271811861,0.5473623321600982,0.8178801758467146,-0.02772571308000375
0.3666323192163243,0.5281012692901504,0.8347669511390273,-0.016713855478388703
