model,artifact_bytes_uncompressed_joblib,selected_candidate_fit_seconds,batch_n,batch_prediction_median_ms,batch_prediction_q25_ms,batch_prediction_q75_ms,single_prediction_median_ms,single_prediction_q25_ms,single_prediction_q75_ms,repetitions,n_jobs_or_OMP
DummyMean,1209,0.08758430000307271,1102,0.4422999991220422,0.43540000478969887,0.4621999978553504,0.43849999929079786,0.4276000036043115,0.4530000005615875,21,1
Ridge,1937,0.0029231000007712282,1102,0.5887000006623566,0.5743000001530163,0.6260000009206124,0.5831000016769394,0.5600000004051253,0.6190999993123114,21,1
RandomForest,4899034,1.5723560000042198,1102,13.642400001117494,13.526899994758423,13.857700003427453,5.819300000439398,5.775600002380088,6.016400002408773,21,1
HistGradientBoosting,920233,0.22810559999925317,1102,11.891299996932503,11.77579999784939,11.995000000752043,1.7070000030798838,1.629599995794706,1.7389999993611127,21,1
