auxiliary_load_W,grade_deg,speed_m_s,battery_power_W,usable_energy_Wh,endurance_h,ideal_distance_km
10.0,0.0,0.05,10.8825985,84.91499999999999,7.802823930332447,1.4045083074598406
10.0,0.0,0.054954954954954956,10.970063216216216,84.91499999999999,7.7406117290624685,1.5313858880199263
10.0,0.0,0.05990990990990991,11.057527932432432,84.91499999999999,7.679383721106316,1.656256272822389
10.0,0.0,0.06486486486486487,11.144992648648648,84.91499999999999,7.61911673493083,1.7791667186433076
10.0,0.0,0.06981981981981983,11.232457364864864,84.91499999999999,7.559788320729726,1.90016301034558
10.0,0.0,0.07477477477477477,11.319922081081081,84.91499999999999,7.5013767225410435,2.019289517743481
10.0,0.0,0.07972972972972973,11.407386797297297,84.91499999999999,7.443860851647332,2.1365892498512076
10.0,0.0,0.08468468468468468,11.494851513513513,84.91499999999999,7.387220261190212,2.2521039066547455
10.0,0.0,0.08963963963963964,11.582316229729729,84.91499999999999,7.3314351219351455,2.36587392853799
10.0,0.0,0.0945945945945946,11.669780945945945,84.91499999999999,7.276486199126066,2.4779385434861743
10.0,0.0,0.09954954954954955,11.757245662162163,84.91499999999999,7.222354830373093,2.588335812182357
10.0,0.0,0.1045045045045045,11.844710378378378,84.91499999999999,7.16902290451997,2.6971026711058914
10.0,0.0,0.10945945945945945,11.932175094594594,84.91499999999999,7.116472841440905,2.804274973735362
10.0,0.0,0.11441441441441441,12.01963981081081,84.91499999999999,7.064687572719525,2.9098875299525826
10.0,0.0,0.11936936936936937,12.107104527027026,84.91499999999999,7.0136505231652935,3.0139741437385994
10.0,0.0,0.12432432432432432,12.194569243243242,84.91499999999999,6.963345593125369,3.1165676492474623
10.0,0.0,0.1292792792792793,12.28203395945946,84.91499999999999,6.913757141552241,3.217699945338638
10.0,0.0,0.13423423423423425,12.369498675675676,84.91499999999999,6.864869969789747,3.317402028644343
10.0,0.0,0.13918918918918918,12.456963391891891,84.91499999999999,6.816669306042136,3.4157040252438158
10.0,0.0,0.14414414414414414,12.544428108108107,84.91499999999999,6.769140790492878,3.5126352210125207
10.0,0.0,0.14909909909909907,12.631892824324323,84.91499999999999,6.722270461041699,3.60822409071049
10.0,0.0,0.15405405405405403,12.719357540540539,84.91499999999999,6.676044739630091,3.702498325870526
10.0,0.0,0.159009009009009,12.806822256756757,84.91499999999999,6.630450419127169,3.7954848615436063
10.0,0.0,0.16396396396396395,12.894286972972973,84.91499999999999,6.585474650749266,3.8872099019557824
10.0,0.0,0.16891891891891891,12.981751689189188,84.91499999999999,6.54110493198808,3.977698945127887
10.0,0.0,0.17387387387387387,13.069216405405404,84.91499999999999,6.497329095023578,4.06697680650665
10.0,0.0,0.17882882882882883,13.15668112162162,84.91499999999999,6.454135295599065,4.155067641653236
10.0,0.0,0.1837837837837838,13.244145837837838,84.91499999999999,6.411512002337081,4.24199496803275
10.0,0.0,0.18873873873873875,13.331610554054054,84.91499999999999,6.3694479864758655,4.327781685946035
10.0,0.0,0.1936936936936937,13.41907527027027,84.91499999999999,6.3279323120072,4.412450098642859
10.0,0.0,0.19864864864864862,13.506539986486485,84.91499999999999,6.286954326197445,4.496021931653632
10.0,0.0,0.20360360360360358,13.594004702702701,84.91499999999999,6.246503650474503,4.578518351374825
10.0,0.0,0.20855855855855854,13.681469418918917,84.91499999999999,6.206570171664339,4.659959982941495
10.0,0.0,0.2135135135135135,13.768934135135133,84.91499999999999,6.167144033561506,4.740366927418628
10.0,0.0,0.21846846846846846,13.85639885135135,84.91499999999999,6.1282156288189285,4.819758778341374
10.0,0.0,0.22342342342342342,13.943863567567567,84.91499999999999,6.089775591142919,4.898154637632791
10.0,0.0,0.22837837837837838,14.031328283783782,84.91499999999999,6.051814787780109,4.975573130926241
10.0,0.0,0.23333333333333334,14.118793,84.91499999999999,6.014324312283635,5.052032422318254
10.0,0.0,0.2382882882882883,14.206257716216214,84.91499999999999,5.977295477546552,5.127550228576421
10.0,0.0,0.24324324324324326,14.293722432432432,84.91499999999999,5.940719809091018,5.202143832825649
10.0,0.0,0.24819819819819816,14.381187148648646,84.91499999999999,5.9045890386023645,5.275830097734977
10.0,0.0,0.2531531531531531,14.468651864864864,84.91499999999999,5.868895097697694,5.348625478226114
10.0,0.0,0.2581081081081081,14.55611658108108,84.91499999999999,5.833630111919135,5.420546033723779
10.0,0.0,0.26306306306306304,14.643581297297295,84.91499999999999,5.798786394942363,5.491607439967037
10.0,0.0,0.268018018018018,14.731046013513513,84.91499999999999,5.76435644299144,5.561825000399849
10.0,0.0,0.27297297297297296,14.818510729729727,84.91499999999999,5.730332929451457,5.631213657158242
10.0,0.0,0.2779279279279279,14.905975445945945,84.91499999999999,5.696708699670826,5.699788001670648
10.0,0.0,0.2828828828828829,14.99344016216216,84.91499999999999,5.663476765945531,5.767562284887233
10.0,0.0,0.28783783783783784,15.080904878378377,84.91499999999999,5.630630302677883,5.8345504271532445
10.0,0.0,0.2927927927927928,15.168369594594594,84.91499999999999,5.5981626417027925,5.900766027740782
10.0,0.0,0.29774774774774776,15.255834310810808,84.91499999999999,5.566067267774815,5.9662223740526805
10.0,0.0,0.30270270270270266,15.343299027027026,84.91499999999999,5.5343378142095325,6.0309324505115764
10.0,0.0,0.3076576576576576,15.430763743243242,84.91499999999999,5.502968058673195,6.09490894714669
10.0,0.0,0.3126126126126126,15.518228459459458,84.91499999999999,5.47195191911473,6.158164267890198
10.0,0.0,0.31756756756756754,15.605693175675675,84.91499999999999,5.441283449834548,6.2207105385946315
10.0,0.0,0.3225225225225225,15.69315789189189,84.91499999999999,5.410956837684825,6.282559614782164
10.0,0.0,0.32747747747747746,15.780622608108107,84.91499999999999,5.380966398396128,6.3437230891361915
10.0,0.0,0.3324324324324324,15.868087324324321,84.91499999999999,5.35130657302554,6.40421229874516
10.0,0.0,0.3373873873873874,15.955552040540539,84.91499999999999,5.321971924521595,6.464038332108121
10.0,0.0,0.3423423423423423,16.043016756756757,84.91499999999999,5.292957134401593,6.523212035911152
10.0,0.0,0.34729729729729725,16.13048147297297,84.91499999999999,5.264256999537008,6.5817440215832965
10.0,0.0,0.3522522522522522,16.21794618918919,84.91499999999999,5.235866429042906,6.6396446716403545
10.0,0.0,0.35720720720720717,16.305410905405402,84.91499999999999,5.207780441267496,6.696924145824525
10.0,0.0,0.3621621621621621,16.39287562162162,84.91499999999999,5.179994160878042,6.75359238704748
10.0,0.0,0.3671171171171171,16.480340337837838,84.91499999999999,5.152502816039571,6.809659127144189
10.0,0.0,0.37207207207207205,16.567805054054052,84.91499999999999,5.12530173568295,6.865133892444514
10.0,0.0,0.377027027027027,16.65526977027027,84.91499999999999,5.098386346859037,6.920026009169211
10.0,0.0,0.38198198198198197,16.742734486486484,84.91499999999999,5.07175217217577,6.974344608656843
10.0,0.0,0.3869369369369369,16.8301992027027,84.91499999999999,5.045394827315163,7.028098632427661
10.0,0.0,0.3918918918918919,16.91766391891892,84.91499999999999,5.01931001862734,7.081296837090463
10.0,0.0,0.3968468468468468,17.005128635135133,84.91499999999999,4.9934935407987995,7.13394779909796
10.0,0.0,0.40180180180180175,17.092593351351347,84.91499999999999,4.967941274592283,7.186059919356188
10.0,0.0,0.4067567567567567,17.180058067567565,84.91499999999999,4.942649184655676,7.237641427693094
10.0,0.0,0.41171171171171167,17.267522783783782,84.91499999999999,4.917613317397507,7.288700387191331
10.0,0.0,0.41666666666666663,17.354987499999996,84.91499999999999,4.892829798926678,7.339244698390016
10.0,0.0,0.4216216216216216,17.442452216216214,84.91499999999999,4.86829483305419,7.389282103360089
10.0,0.0,0.42657657657657655,17.52991693243243,84.91499999999999,4.844004699354687,7.438820189657657
10.0,0.0,0.4315315315315315,17.617381648648646,84.91499999999999,4.819955751285746,7.487866394159585
10.0,0.0,0.43648648648648647,17.704846364864864,84.91499999999999,4.796144414362905,7.536428006785386
10.0,0.0,0.44144144144144143,17.792311081081078,84.91499999999999,4.772567184388532,7.584512174109342
10.0,0.0,0.44639639639639633,17.879775797297295,84.91499999999999,4.749220625732663,7.632125902866599
10.0,0.0,0.4513513513513513,17.96724051351351,84.91499999999999,4.726101369664072,7.6792760633568635
10.0,0.0,0.45630630630630625,18.054705229729727,84.91499999999999,4.703206112729825,7.725969392749155
10.0,0.0,0.4612612612612612,18.142169945945945,84.91499999999999,4.6805316151817395,7.772212498290974
10.0,0.0,0.4662162162162162,18.22963466216216,84.91499999999999,4.658074699448118,7.818011860425084
10.0,0.0,0.47117117117117113,18.317099378378376,84.91499999999999,4.635832248649271,7.863373835816979
10.0,0.0,0.4761261261261261,18.40456409459459,84.91499999999999,4.613801205155382,7.908304660296062
10.0,0.0,0.48108108108108105,18.492028810810808,84.91499999999999,4.59197856918528,7.952810451713317
10.0,0.0,0.486036036036036,18.579493527027026,84.91499999999999,4.570361397444808,7.996897212718293
10.0,0.0,0.49099099099099097,18.66695824324324,84.91499999999999,4.548946801803456,8.040570833458
10.0,0.0,0.49594594594594593,18.754422959459458,84.91499999999999,4.527731948008035,8.083837094200291
10.0,0.0,0.5009009009009009,18.84188767567567,84.91499999999999,4.5067140544321775,8.126701667884188
10.0,0.0,0.5058558558558558,18.92935239189189,84.91499999999999,4.485890390860497,8.169170122599466
10.0,0.0,0.5108108108108108,19.016817108108107,84.91499999999999,4.465258277306311,8.211247923997876
10.0,0.0,0.5157657657657657,19.10428182432432,84.91499999999999,4.444815082861837,8.252940437638058
10.0,0.0,0.5207207207207207,19.19174654054054,84.91499999999999,4.4245582245798225,8.294252931266392
10.0,0.0,0.5256756756756756,19.279211256756753,84.91499999999999,4.404485166385631,8.335190577035725
10.0,0.0,0.5306306306306307,19.36667597297297,84.91499999999999,4.384593418018793,8.375758453664009
10.0,0.0,0.5355855855855856,19.454140689189188,84.91499999999999,4.364880534003123,8.41596154853467
10.0,0.0,0.5405405405405406,19.541605405405406,84.91499999999999,4.345344112644483,8.455804759740616
10.0,0.0,0.5454954954954955,19.629070121621616,84.91499999999999,4.325981795055348,8.495292898073556
10.0,0.0,0.5504504504504505,19.716534837837834,84.91499999999999,4.306791264205327,8.534430688960395
10.0,0.0,0.5554054054054054,19.80399955405405,84.91499999999999,4.2877702439968575,8.573222774348311
10.0,0.0,0.5603603603603604,19.89146427027027,84.91499999999999,4.268916498365267,8.611673714540096
10.0,0.0,0.5653153153153153,19.978928986486487,84.91499999999999,4.250227830402496,8.649787989981295
10.0,0.0,0.5702702702702703,20.066393702702705,84.91499999999999,4.231702081503711,8.687570003000593
10.0,0.0,0.5752252252252252,20.153858418918915,84.91499999999999,4.213337130536167,8.725024079504895
