mass_kg,grade_deg,steady_force_N,wheel_output_torque_Nm,minimum_uniform_mu,wheel_output_torque_Nm_at_accel_0p1
24.0,1.5,20.27773297156073,0.7097206540046257,0.08618592156918693,0.7937206540046257
24.0,1.75,21.302521821212117,0.7455882637424242,0.09055276329858886,0.8295882637424242
24.0,2.0,22.326905101554956,0.7814416785544236,0.09492076949174773,0.8654416785544238
24.0,2.25,23.350863309808204,0.8172802158432872,0.09929010700766963,0.9012802158432874
24.0,2.5,24.37437695128358,0.8531031932949253,0.10366094290851205,0.9371031932949253
24.0,2.75,25.3974265397567,0.8889099288914846,0.10803344448518745,0.9729099288914848
24.0,3.0,26.419992597838114,0.924699740924334,0.11240777928304121,1.0086997409243341
24.0,3.25,27.44205565734407,0.9604719480070426,0.11678411512761214,1.0444719480070426
24.0,3.5,28.463596259667174,0.9962258690883512,0.1211626201504843,1.0802258690883513
24.0,3.75,29.48459495614688,1.031960823465141,0.1255434628152382,1.115960823465141
24.0,4.0,30.50503230843976,1.0676761307953917,0.1299268119435104,1.1516761307953916
24.0,4.25,31.524888888889542,1.1033711111111342,0.13431283674116962,1.187371111111134
24.0,4.5,32.54414528089702,1.1390450848313958,0.13870170682461844,1.223045084831396
24.0,4.75,33.56278207928973,1.1746973727751409,0.1430935922472295,1.258697372775141
24.0,5.0,34.58077989069136,1.2103272961741978,0.147488663525924,1.2943272961741978
24.0,5.25,35.598119333891006,1.2459341766861853,0.15188709166790293,1.3299341766861852
24.0,5.5,36.6147810402121,1.2815173364074237,0.1562890481975386,1.3655173364074236
24.0,5.75,37.63074565388126,1.3170760978858442,0.1606947051834366,1.4010760978858445
24.0,6.0,38.64599383239673,1.3526097841338856,0.16510423526567647,1.4366097841338858
24.0,6.25,39.66050624689663,1.3881177186413822,0.16951781168324145,1.472117718641382
24.0,6.5,40.674263582526976,1.4235992253884442,0.1739356083016455,1.5075992253884443
24.0,6.75,41.687246538809404,1.4590536288583293,0.1783577996407678,1.5430536288583294
24.0,7.0,42.699435830008596,1.494480254050301,0.1827845609029046,1.5784802540503011
24.0,7.25,43.710812185499506,1.529878426492483,0.18721606800104693,1.613878426492483
24.0,7.5,44.72135635013417,1.5652474722546963,0.19165249758739583,1.6492474722546964
24.0,7.75,45.73104908460839,1.6005867179612936,0.19609402708212353,1.684586717961294
24.0,8.0,46.73987116582793,1.6358954908039776,0.20054083470239145,1.7198954908039776
24.0,8.25,47.74780338727454,1.671173118554609,0.2049930994916353,1.755173118554609
24.0,8.5,48.75482655937163,1.7064189295780072,0.2094510013491278,1.790418929578007
24.0,8.75,49.76092150984959,1.7416322528447357,0.21391472105982903,1.8256322528447357
24.0,9.0,50.76606908411084,1.7768124179438796,0.21838444032453627,1.8608124179438796
24.0,9.25,51.77025014559444,1.8119587550958056,0.22286034179034306,1.8959587550958055
24.0,9.5,52.773445576140475,1.847070595164917,0.22734260908141957,1.931070595164917
24.0,9.75,53.77563627635402,1.8821472696723909,0.23183142683012517,1.966147269672391
24.0,10.0,54.776803165968786,1.9171881108089077,0.23632698070846497,2.001188110808908
24.0,10.25,55.77692718421032,1.9521924514473614,0.2408294574599015,2.0361924514473615
24.0,10.5,56.77598929015899,1.9871596251555648,0.24533904493153438,2.071159625155565
24.0,10.75,57.773970463112384,2.022088966208934,0.24985593210665913,2.1060889662089335
24.0,11.0,58.77085170294756,2.0569798096031646,0.2543803091377185,2.1409798096031647
24.0,11.25,59.76661403048266,2.0918314910668934,0.258912367379658,2.175831491066893
24.0,11.5,60.761238487838355,2.1266433470743427,0.26345229942369935,2.2106433470743427
24.0,11.75,61.75470613879868,2.161414714857954,0.2680002991315442,2.245414714857954
24.0,12.0,62.74699806917161,2.1961449324210065,0.2725565616700221,2.2801449324210066
24.0,12.25,63.73809538714913,2.23083333855022,0.27712128354619614,2.31483333855022
24.0,12.5,64.72797922366699,2.265479272828345,0.28169466264293985,2.3494792728283453
24.0,12.75,65.71663073276382,2.300082075646734,0.2862768982550008,2.3840820756467336
24.0,13.0,66.70403109193995,2.3346410882178987,0.2908681911255631,2.418641088217899
24.0,13.25,67.69016150251588,2.369155652588056,0.29546874348332675,2.4531556525880562
24.0,13.5,68.6750031899901,2.4036251116496534,0.30007875908011605,2.4876251116496535
24.0,13.75,69.65853740439644,2.4380488091538757,0.3046984432290344,2.5220488091538757
