turn_radius_m,body_speed_m_s,wheel,steering_deg,rolling_speed_m_s,wheel_rpm
1.775,0.25,RR,-11.457424287014065,0.3219077481111464,21.957089713487008
1.8000000000000003,0.25,FL,18.78188022917507,0.195845202555992,13.358456600408408
1.8000000000000003,0.25,FR,11.33425362864784,0.32084057832127605,21.884298850411486
1.8000000000000003,0.25,RL,-18.78188022917507,0.195845202555992,13.358456600408408
1.8000000000000003,0.25,RR,-11.33425362864784,0.32084057832127605,21.884298850411486
1.8250000000000002,0.25,FL,18.460222654327783,0.19640778501535244,13.396829934395841
1.8250000000000002,0.25,FR,11.213669494177465,0.31980407775952946,21.813599912731704
1.8250000000000002,0.25,RL,-18.460222654327783,0.19640778501535244,13.396829934395841
1.8250000000000002,0.25,RR,-11.213669494177465,0.31980407775952946,21.813599912731704
1.85,0.25,FL,18.14903170638495,0.1969610704120295,13.434569122605147
1.85,0.25,FR,11.095592291913224,0.31879695904398186,21.744905089077523
1.85,0.25,RL,-18.14903170638495,0.1969610704120295,13.434569122605147
1.85,0.25,RR,-11.095592291913224,0.31879695904398186,21.744905089077523
1.875,0.25,FL,17.84782218914387,0.19750515042510777,13.471680418398966
1.875,0.25,FR,10.9799456202655,0.31781800522381426,21.67813137213251
1.875,0.25,RL,-17.84782218914387,0.19750515042510777,13.471680418398966
1.875,0.25,RR,-10.9799456202655,0.31781800522381426,21.67813137213251
1.9,0.25,FL,17.556137328513817,0.1980401289114905,13.50817090577995
1.9,0.25,FR,10.866656111649526,0.3168660650584022,21.61320023662406
1.9,0.25,RL,-17.556137328513817,0.1980401289114905,13.50817090577995
1.9,0.25,RR,-10.866656111649526,0.3168660650584022,21.61320023662406
1.9250000000000003,0.25,FL,17.27354680926179,0.19856611987841455,13.544048361097515
1.9250000000000003,0.25,FR,10.755653285336935,0.31594004866933106,21.55003734275058
1.9250000000000003,0.25,RL,-17.27354680926179,0.19856611987841455,13.544048361097515
1.9250000000000003,0.25,RR,-10.755653285336935,0.31594004866933106,21.55003734275058
1.9500000000000002,0.25,FL,16.99964496392552,0.19908324571526187,13.579321132440993
1.9500000000000002,0.25,FR,10.646869408670595,0.3150389235315344,21.48857226274
1.9500000000000002,0.25,RL,-16.99964496392552,0.19908324571526187,13.579321132440993
1.9500000000000002,0.25,RR,-10.646869408670595,0.3150389235315344,21.48857226274
1.975,0.25,FL,16.73404910124278,0.19959163565207858,13.613998034496372
1.975,0.25,FR,10.540239366101634,0.31416171077319865,21.428738228468962
1.975,0.25,RL,-16.73404910124278,0.19959163565207858,13.613998034496372
1.975,0.25,RR,-10.540239366101634,0.31416171077319865,21.428738228468962
2.0,0.25,FL,16.47639796251228,0.2000914244164402,13.648088256932065
2.0,0.25,FR,10.43570053554652,0.313307481757139,21.370471898281068
2.0,0.25,RL,-16.47639796251228,0.2000914244164402,13.648088256932065
2.0,0.25,RR,-10.43570053554652,0.313307481757139,21.370471898281068
2.025,0.25,FL,16.22635029528608,0.20058275106395995,13.681601284628723
2.025,0.25,FR,10.333192671597983,0.31247535491906225,21.313713141327064
2.025,0.25,RL,-16.22635029528608,0.20058275106395995,13.681601284628723
2.025,0.25,RR,-10.333192671597983,0.31247535491906225,21.313713141327064
2.0500000000000003,0.25,FL,15.98358353470045,0.20106575796089757,13.714546828283765
2.0500000000000003,0.25,FR,10.232657795156724,0.311664492840556,21.258404837915617
2.0500000000000003,0.25,RL,-15.98358353470045,0.20106575796089757,13.714546828283765
2.0500000000000003,0.25,RR,-10.232657795156724,0.311664492840556,21.258404837915617
2.075,0.25,FL,15.747792583584824,0.20154058990006976,13.746934764108262
2.075,0.25,FR,10.134040089081283,0.3108740995367904,21.204492694509465
2.075,0.25,RL,-15.747792583584824,0.20154058990006976,13.746934764108262
2.075,0.25,RR,-10.134040089081283,0.3108740995367904,21.204492694509465
2.1,0.25,FL,15.518688683251856,0.20200739333363826,13.778775081495994
2.1,0.25,FR,10.037285799481689,0.31010341794084456,21.15192507213315
2.1,0.25,RL,-15.518688683251856,0.20200739333363826,13.778775081495994
2.1,0.25,RR,-10.037285799481689,0.31010341794084456,21.15192507213315
2.125,0.25,FL,15.29599836757059,0.20246631570841553,13.810077837685109
2.125,0.25,FR,9.942343142308536,0.3093517275682826,21.100652827075514
2.125,0.25,RL,-15.29599836757059,0.20246631570841553,13.810077837685109
2.125,0.25,RR,-9.942343142308536,0.3093517275682826,21.100652827075514
2.15,0.25,FL,15.079462493562863,0.20291750489112195,13.84085311855539
2.15,0.25,FR,9.849162214913047,0.30861834234714397,21.050629162874905
2.15,0.25,RL,-15.079462493562863,0.20291750489112195,13.84085311855539
2.15,0.25,RR,-9.849162214913047,0.30861834234714397,21.050629162874905
2.1750000000000003,0.25,FL,14.868835342346514,0.20336110867258844,13.871111004810237
2.1750000000000003,0.25,FR,9.75769491227604,0.3079026085998839,21.001809492668848
2.1750000000000003,0.25,RL,-14.868835342346514,0.20336110867258844,13.871111004810237
2.1750000000000003,0.25,RR,-9.75769491227604,0.3079026085998839,21.001809492668848
2.2,0.25,FL,14.663883784780671,0.2037972743412571,13.900861542885494
2.2,0.25,FR,9.667894847624101,0.3072039031650391,20.954151311074252
2.2,0.25,RL,-14.663883784780671,0.2037972743412571,13.900861542885494
2.2,0.25,RR,-9.667894847624101,0.3072039031650391,20.954151311074252
2.225,0.25,FL,14.464386506653387,0.2042261483175184,13.930114720007836
2.225,0.25,FR,9.579717277170381,0.3065216316474989,20.90761407483968
2.225,0.25,RL,-14.464386506653387,0.2042261483175184,13.930114720007836
2.225,0.25,RR,-9.579717277170381,0.3065216316474989,20.90761407483968
2.25,0.25,FL,14.270133288694142,0.2046478758414554,13.95888044289604
2.25,0.25,FR,9.493119028734966,0.30585522678726024,20.86215909157935
2.25,0.25,RL,-14.270133288694142,0.2046478758414554,13.95888044289604
2.25,0.25,RR,-9.493119028734966,0.30585522678726024,20.86215909157935
2.275,0.25,FL,14.08092433709618,0.2050626007074717,13.987168519660164
2.275,0.25,FR,9.408058434016061,0.30520414693744424,20.817749415959746
2.275,0.25,RL,-14.08092433709618,0.2050626007074717,13.987168519660164
2.275,0.25,RR,-9.408058434016061,0.30520414693744424,20.817749415959746
2.3000000000000003,0.25,FL,13.89656966060079,0.2054704650400654,14.014988644507232
2.3000000000000003,0.25,FR,9.324495264298386,0.3045678746431578,20.774349752764845
2.3000000000000003,0.25,RL,-13.89656966060079,0.2054704650400654,14.014988644507232
2.3000000000000003,0.25,RR,-9.324495264298386,0.3045678746431578,20.774349752764845
2.325,0.25,FL,13.716888490529756,0.2058716091057068,14.042350384909579
2.325,0.25,FR,9.242390669399125,0.3039459153135191,20.731926366315932
2.325,0.25,RL,-13.716888490529756,0.2058716091057068,14.042350384909579
2.325,0.25,RR,-9.242390669399125,0.3039459153135191,20.731926366315932
2.35,0.25,FL,13.541708740456649,0.20626617115637966,14.06926317093289
2.35,0.25,FR,9.16170711966474,0.3033377959798217,20.690446995766916
2.35,0.25,RL,-13.541708740456649,0.20626617115637966,14.06926317093289
2.35,0.25,RR,-9.16170711966474,0.3033377959798217,20.690446995766916
2.375,0.25,FL,13.370866502485073,0.20665428730087793,14.095736286457464
