speed_m_s,total_latency_s,available_deceleration_m_s2,geometric_margin_m,required_clearance_m
0.79,0.3,0.8,0.15,0.7770625000000001
0.8,0.3,0.8,0.15,0.7900000000000001
0.81,0.3,0.8,0.15,0.8030625000000001
0.8200000000000001,0.3,0.8,0.15,0.81625
0.8300000000000001,0.3,0.8,0.15,0.8295625000000001
0.84,0.3,0.8,0.15,0.8429999999999999
0.85,0.3,0.8,0.15,0.8565625
0.86,0.3,0.8,0.15,0.87025
0.87,0.3,0.8,0.15,0.8840625000000001
0.88,0.3,0.8,0.15,0.898
0.89,0.3,0.8,0.15,0.9120625000000001
0.9,0.3,0.8,0.15,0.92625
0.91,0.3,0.8,0.15,0.9405625000000001
0.92,0.3,0.8,0.15,0.9550000000000001
0.93,0.3,0.8,0.15,0.9695625000000001
0.9400000000000001,0.3,0.8,0.15,0.9842500000000001
0.9500000000000001,0.3,0.8,0.15,0.9990625000000001
0.96,0.3,0.8,0.15,1.0139999999999998
0.97,0.3,0.8,0.15,1.0290624999999998
0.98,0.3,0.8,0.15,1.04425
0.99,0.3,0.8,0.15,1.0595624999999997
1.0,0.3,0.8,0.15,1.075
0.0,0.6,0.3,0.15,0.15
0.01,0.6,0.3,0.15,0.15616666666666665
0.02,0.6,0.3,0.15,0.16266666666666665
0.03,0.6,0.3,0.15,0.16949999999999998
0.04,0.6,0.3,0.15,0.17666666666666667
0.05,0.6,0.3,0.15,0.18416666666666665
0.06,0.6,0.3,0.15,0.192
0.07,0.6,0.3,0.15,0.20016666666666666
0.08,0.6,0.3,0.15,0.20866666666666667
0.09,0.6,0.3,0.15,0.2175
0.1,0.6,0.3,0.15,0.22666666666666666
0.11,0.6,0.3,0.15,0.23616666666666666
0.12,0.6,0.3,0.15,0.246
0.13,0.6,0.3,0.15,0.25616666666666665
0.14,0.6,0.3,0.15,0.26666666666666666
0.15,0.6,0.3,0.15,0.27749999999999997
0.16,0.6,0.3,0.15,0.2886666666666666
0.17,0.6,0.3,0.15,0.3001666666666667
0.18,0.6,0.3,0.15,0.312
0.19,0.6,0.3,0.15,0.32416666666666666
0.2,0.6,0.3,0.15,0.33666666666666667
0.21,0.6,0.3,0.15,0.34950000000000003
0.22,0.6,0.3,0.15,0.3626666666666667
0.23,0.6,0.3,0.15,0.37616666666666665
0.24,0.6,0.3,0.15,0.39
0.25,0.6,0.3,0.15,0.4041666666666667
0.26,0.6,0.3,0.15,0.41866666666666663
0.27,0.6,0.3,0.15,0.4335
0.28,0.6,0.3,0.15,0.44866666666666666
0.29,0.6,0.3,0.15,0.4641666666666666
0.3,0.6,0.3,0.15,0.48
0.31,0.6,0.3,0.15,0.49616666666666664
0.32,0.6,0.3,0.15,0.5126666666666667
0.33,0.6,0.3,0.15,0.5295000000000001
0.34,0.6,0.3,0.15,0.5466666666666667
0.35000000000000003,0.6,0.3,0.15,0.5641666666666667
0.36,0.6,0.3,0.15,0.582
0.37,0.6,0.3,0.15,0.6001666666666666
0.38,0.6,0.3,0.15,0.6186666666666667
0.39,0.6,0.3,0.15,0.6375000000000001
0.4,0.6,0.3,0.15,0.6566666666666667
0.41000000000000003,0.6,0.3,0.15,0.6761666666666667
0.42,0.6,0.3,0.15,0.6960000000000001
0.43,0.6,0.3,0.15,0.7161666666666667
0.44,0.6,0.3,0.15,0.7366666666666667
0.45,0.6,0.3,0.15,0.7575000000000001
0.46,0.6,0.3,0.15,0.7786666666666667
0.47000000000000003,0.6,0.3,0.15,0.8001666666666668
0.48,0.6,0.3,0.15,0.822
0.49,0.6,0.3,0.15,0.8441666666666666
0.5,0.6,0.3,0.15,0.8666666666666667
0.51,0.6,0.3,0.15,0.8895000000000001
0.52,0.6,0.3,0.15,0.9126666666666667
0.53,0.6,0.3,0.15,0.9361666666666667
0.54,0.6,0.3,0.15,0.9600000000000001
0.55,0.6,0.3,0.15,0.9841666666666667
0.56,0.6,0.3,0.15,1.0086666666666666
0.5700000000000001,0.6,0.3,0.15,1.0335
0.58,0.6,0.3,0.15,1.0586666666666666
0.59,0.6,0.3,0.15,1.0841666666666665
0.6,0.6,0.3,0.15,1.1099999999999999
0.61,0.6,0.3,0.15,1.1361666666666665
0.62,0.6,0.3,0.15,1.1626666666666665
0.63,0.6,0.3,0.15,1.1895
0.64,0.6,0.3,0.15,1.2166666666666668
0.65,0.6,0.3,0.15,1.2441666666666666
0.66,0.6,0.3,0.15,1.272
0.67,0.6,0.3,0.15,1.3001666666666667
0.68,0.6,0.3,0.15,1.3286666666666669
0.6900000000000001,0.6,0.3,0.15,1.3575000000000002
0.7000000000000001,0.6,0.3,0.15,1.3866666666666667
0.71,0.6,0.3,0.15,1.4161666666666666
0.72,0.6,0.3,0.15,1.446
0.73,0.6,0.3,0.15,1.4761666666666664
0.74,0.6,0.3,0.15,1.5066666666666666
0.75,0.6,0.3,0.15,1.5374999999999999
0.76,0.6,0.3,0.15,1.5686666666666667
0.77,0.6,0.3,0.15,1.6001666666666665
0.78,0.6,0.3,0.15,1.6320000000000001
0.79,0.6,0.3,0.15,1.6641666666666668
0.8,0.6,0.3,0.15,1.6966666666666668
0.81,0.6,0.3,0.15,1.7295000000000003
0.8200000000000001,0.6,0.3,0.15,1.7626666666666668
0.8300000000000001,0.6,0.3,0.15,1.7961666666666667
0.84,0.6,0.3,0.15,1.8299999999999998
0.85,0.6,0.3,0.15,1.8641666666666665
0.86,0.6,0.3,0.15,1.8986666666666665
0.87,0.6,0.3,0.15,1.9335
0.88,0.6,0.3,0.15,1.9686666666666666
0.89,0.6,0.3,0.15,2.004166666666667
0.9,0.6,0.3,0.15,2.04
0.91,0.6,0.3,0.15,2.076166666666667
0.92,0.6,0.3,0.15,2.1126666666666667
0.93,0.6,0.3,0.15,2.1495
0.9400000000000001,0.6,0.3,0.15,2.186666666666667
0.9500000000000001,0.6,0.3,0.15,2.2241666666666666
0.96,0.6,0.3,0.15,2.262
0.97,0.6,0.3,0.15,2.3001666666666667
0.98,0.6,0.3,0.15,2.3386666666666667
0.99,0.6,0.3,0.15,2.3775
1.0,0.6,0.3,0.15,2.4166666666666665
0.0,0.6,0.5,0.15,0.15
0.01,0.6,0.5,0.15,0.1561
0.02,0.6,0.5,0.15,0.1624
0.03,0.6,0.5,0.15,0.1689
0.04,0.6,0.5,0.15,0.1756
0.05,0.6,0.5,0.15,0.1825
0.06,0.6,0.5,0.15,0.1896
0.07,0.6,0.5,0.15,0.1969
0.08,0.6,0.5,0.15,0.2044
0.09,0.6,0.5,0.15,0.2121
0.1,0.6,0.5,0.15,0.22
0.11,0.6,0.5,0.15,0.2281
0.12,0.6,0.5,0.15,0.2364
0.13,0.6,0.5,0.15,0.2449
0.14,0.6,0.5,0.15,0.2536
0.15,0.6,0.5,0.15,0.26249999999999996
0.16,0.6,0.5,0.15,0.2716
0.17,0.6,0.5,0.15,0.28090000000000004
0.18,0.6,0.5,0.15,0.2904
0.19,0.6,0.5,0.15,0.3001
0.2,0.6,0.5,0.15,0.31
0.21,0.6,0.5,0.15,0.3201
0.22,0.6,0.5,0.15,0.3304
0.23,0.6,0.5,0.15,0.3409
0.24,0.6,0.5,0.15,0.3516
0.25,0.6,0.5,0.15,0.3625
0.26,0.6,0.5,0.15,0.37360000000000004
0.27,0.6,0.5,0.15,0.3849
0.28,0.6,0.5,0.15,0.3964
0.29,0.6,0.5,0.15,0.4081
0.3,0.6,0.5,0.15,0.42000000000000004
0.31,0.6,0.5,0.15,0.43210000000000004
0.32,0.6,0.5,0.15,0.4444
0.33,0.6,0.5,0.15,0.4569
0.34,0.6,0.5,0.15,0.4696
0.35000000000000003,0.6,0.5,0.15,0.48250000000000004
0.36,0.6,0.5,0.15,0.49560000000000004
0.37,0.6,0.5,0.15,0.5089
0.38,0.6,0.5,0.15,0.5224
0.39,0.6,0.5,0.15,0.5361
0.4,0.6,0.5,0.15,0.55
0.41000000000000003,0.6,0.5,0.15,0.5641
0.42,0.6,0.5,0.15,0.5784
0.43,0.6,0.5,0.15,0.5929
0.44,0.6,0.5,0.15,0.6076
0.45,0.6,0.5,0.15,0.6225
0.46,0.6,0.5,0.15,0.6376000000000001
0.47000000000000003,0.6,0.5,0.15,0.6529000000000001
0.48,0.6,0.5,0.15,0.6684
0.49,0.6,0.5,0.15,0.6841
0.5,0.6,0.5,0.15,0.7000000000000001
0.51,0.6,0.5,0.15,0.7161000000000001
0.52,0.6,0.5,0.15,0.7324
0.53,0.6,0.5,0.15,0.7489
0.54,0.6,0.5,0.15,0.7656000000000001
0.55,0.6,0.5,0.15,0.7825000000000001
0.56,0.6,0.5,0.15,0.7996000000000001
0.5700000000000001,0.6,0.5,0.15,0.8169000000000001
0.58,0.6,0.5,0.15,0.8343999999999999
0.59,0.6,0.5,0.15,0.8521
0.6,0.6,0.5,0.15,0.87
0.61,0.6,0.5,0.15,0.8881
0.62,0.6,0.5,0.15,0.9064
0.63,0.6,0.5,0.15,0.9249
0.64,0.6,0.5,0.15,0.9436000000000001
0.65,0.6,0.5,0.15,0.9625
0.66,0.6,0.5,0.15,0.9816000000000001
0.67,0.6,0.5,0.15,1.0009000000000001
0.68,0.6,0.5,0.15,1.0204
0.6900000000000001,0.6,0.5,0.15,1.0401
0.7000000000000001,0.6,0.5,0.15,1.06
0.71,0.6,0.5,0.15,1.0800999999999998
0.72,0.6,0.5,0.15,1.1003999999999998
0.73,0.6,0.5,0.15,1.1208999999999998
0.74,0.6,0.5,0.15,1.1416
0.75,0.6,0.5,0.15,1.1624999999999999
0.76,0.6,0.5,0.15,1.1835999999999998
0.77,0.6,0.5,0.15,1.2048999999999999
0.78,0.6,0.5,0.15,1.2264
0.79,0.6,0.5,0.15,1.2481
0.8,0.6,0.5,0.15,1.27
0.81,0.6,0.5,0.15,1.2921
0.8200000000000001,0.6,0.5,0.15,1.3144
0.8300000000000001,0.6,0.5,0.15,1.3369
0.84,0.6,0.5,0.15,1.3596
0.85,0.6,0.5,0.15,1.3824999999999998
0.86,0.6,0.5,0.15,1.4055999999999997
0.87,0.6,0.5,0.15,1.4289
0.88,0.6,0.5,0.15,1.4524
0.89,0.6,0.5,0.15,1.4761
0.9,0.6,0.5,0.15,1.5
0.91,0.6,0.5,0.15,1.5241
0.92,0.6,0.5,0.15,1.5484
0.93,0.6,0.5,0.15,1.5729000000000002
0.9400000000000001,0.6,0.5,0.15,1.5976000000000001
0.9500000000000001,0.6,0.5,0.15,1.6225
0.96,0.6,0.5,0.15,1.6475999999999997
0.97,0.6,0.5,0.15,1.6728999999999998
0.98,0.6,0.5,0.15,1.6984
0.99,0.6,0.5,0.15,1.7241
1.0,0.6,0.5,0.15,1.75
0.0,0.6,0.8,0.15,0.15
0.01,0.6,0.8,0.15,0.1560625
0.02,0.6,0.8,0.15,0.16225
0.03,0.6,0.8,0.15,0.1685625
0.04,0.6,0.8,0.15,0.175
0.05,0.6,0.8,0.15,0.1815625
0.06,0.6,0.8,0.15,0.18825
0.07,0.6,0.8,0.15,0.1950625
0.08,0.6,0.8,0.15,0.202
0.09,0.6,0.8,0.15,0.20906249999999998
0.1,0.6,0.8,0.15,0.21625
0.11,0.6,0.8,0.15,0.2235625
0.12,0.6,0.8,0.15,0.23099999999999998
0.13,0.6,0.8,0.15,0.2385625
0.14,0.6,0.8,0.15,0.24625
0.15,0.6,0.8,0.15,0.25406249999999997
0.16,0.6,0.8,0.15,0.262
0.17,0.6,0.8,0.15,0.2700625
0.18,0.6,0.8,0.15,0.27825
0.19,0.6,0.8,0.15,0.28656249999999994
0.2,0.6,0.8,0.15,0.295
0.21,0.6,0.8,0.15,0.30356249999999996
0.22,0.6,0.8,0.15,0.31225
0.23,0.6,0.8,0.15,0.32106250000000003
0.24,0.6,0.8,0.15,0.32999999999999996
0.25,0.6,0.8,0.15,0.3390625
0.26,0.6,0.8,0.15,0.34825
0.27,0.6,0.8,0.15,0.3575625
0.28,0.6,0.8,0.15,0.367
0.29,0.6,0.8,0.15,0.37656249999999997
0.3,0.6,0.8,0.15,0.38625
0.31,0.6,0.8,0.15,0.3960625
0.32,0.6,0.8,0.15,0.406
0.33,0.6,0.8,0.15,0.4160625
0.34,0.6,0.8,0.15,0.42625
0.35000000000000003,0.6,0.8,0.15,0.4365625000000001
0.36,0.6,0.8,0.15,0.44699999999999995
0.37,0.6,0.8,0.15,0.4575625
0.38,0.6,0.8,0.15,0.46824999999999994
0.39,0.6,0.8,0.15,0.47906249999999995
0.4,0.6,0.8,0.15,0.49
0.41000000000000003,0.6,0.8,0.15,0.5010625
0.42,0.6,0.8,0.15,0.51225
0.43,0.6,0.8,0.15,0.5235625
0.44,0.6,0.8,0.15,0.535
0.45,0.6,0.8,0.15,0.5465625000000001
0.46,0.6,0.8,0.15,0.55825
0.47000000000000003,0.6,0.8,0.15,0.5700625
0.48,0.6,0.8,0.15,0.582
0.49,0.6,0.8,0.15,0.5940624999999999
0.5,0.6,0.8,0.15,0.60625
0.51,0.6,0.8,0.15,0.6185625
0.52,0.6,0.8,0.15,0.631
0.53,0.6,0.8,0.15,0.6435625
0.54,0.6,0.8,0.15,0.65625
0.55,0.6,0.8,0.15,0.6690625
0.56,0.6,0.8,0.15,0.682
0.5700000000000001,0.6,0.8,0.15,0.6950625
0.58,0.6,0.8,0.15,0.7082499999999999
0.59,0.6,0.8,0.15,0.7215625
0.6,0.6,0.8,0.15,0.735
0.61,0.6,0.8,0.15,0.7485625
0.62,0.6,0.8,0.15,0.76225
0.63,0.6,0.8,0.15,0.7760625
0.64,0.6,0.8,0.15,0.79
0.65,0.6,0.8,0.15,0.8040625
0.66,0.6,0.8,0.15,0.81825
0.67,0.6,0.8,0.15,0.8325625000000001
0.68,0.6,0.8,0.15,0.8470000000000001
0.6900000000000001,0.6,0.8,0.15,0.8615625000000001
0.7000000000000001,0.6,0.8,0.15,0.8762500000000001
0.71,0.6,0.8,0.15,0.8910625
0.72,0.6,0.8,0.15,0.906
0.73,0.6,0.8,0.15,0.9210625
0.74,0.6,0.8,0.15,0.9362499999999999
0.75,0.6,0.8,0.15,0.9515625
0.76,0.6,0.8,0.15,0.967
0.77,0.6,0.8,0.15,0.9825624999999999
0.78,0.6,0.8,0.15,0.99825
0.79,0.6,0.8,0.15,1.0140624999999999
0.8,0.6,0.8,0.15,1.03
0.81,0.6,0.8,0.15,1.0460625
0.8200000000000001,0.6,0.8,0.15,1.06225
0.8300000000000001,0.6,0.8,0.15,1.0785624999999999
0.84,0.6,0.8,0.15,1.0949999999999998
0.85,0.6,0.8,0.15,1.1115624999999998
0.86,0.6,0.8,0.15,1.12825
0.87,0.6,0.8,0.15,1.1450624999999999
0.88,0.6,0.8,0.15,1.162
0.89,0.6,0.8,0.15,1.1790625
0.9,0.6,0.8,0.15,1.19625
0.91,0.6,0.8,0.15,1.2135625
0.92,0.6,0.8,0.15,1.2309999999999999
0.93,0.6,0.8,0.15,1.2485625
0.9400000000000001,0.6,0.8,0.15,1.2662499999999999
0.9500000000000001,0.6,0.8,0.15,1.2840625
0.96,0.6,0.8,0.15,1.3019999999999998
0.97,0.6,0.8,0.15,1.3200624999999997
0.98,0.6,0.8,0.15,1.33825
0.99,0.6,0.8,0.15,1.3565625
1.0,0.6,0.8,0.15,1.375
